"county","year","var_name","magnitude","temporal","value","category"
"Mayo","2011","house_all","absolute total","static",47932,"house_type"
"Mayo","2011","house_apart","absolute total","static",1893,"house_type"
"Mayo","2011","house_detach","absolute total","static",33599,"house_type"
"Mayo","2011","house_none","absolute total","static",587,"house_type"
"Mayo","2011","house_scheme","absolute total","static",11853,"house_type"
"Mayo","2011","tenure_all","absolute total","static",47932,"tenure"
"Mayo","2011","tenure_mort","absolute total","static",15000,"tenure"
"Mayo","2011","tenure_other","absolute total","static",1633,"tenure"
"Mayo","2011","tenure_owner","absolute total","static",21698,"tenure"
"Mayo","2011","tenure_rent","absolute total","static",6948,"tenure"
"Mayo","2011","tenure_social","absolute total","static",2653,"tenure"
"Meath","2011","All types of sewerage","absolute total","static",61922,"sewerage"
"Meath","2011","Individual septic tank","absolute total","static",18299,"sewerage"
"Meath","2011","Individual treatment not septic tank","absolute total","static",3099,"sewerage"
"Meath","2011","No sewerage facility","absolute total","static",66,"sewerage"
"Meath","2011","Not stated","absolute total","static",1876,"sewerage"
"Meath","2011","Other type of sewage","absolute total","static",289,"sewerage"
"Meath","2011","Public scheme","absolute total","static",38293,"sewerage"
"Meath","2011","built_all","absolute total","static",61922,"built"
"Meath","2011","built_none","absolute total","static",2297,"built"
"Meath","2011","built_p19_70","absolute total","static",12649,"built"
"Meath","2011","built_p2016","absolute total","static",0,"built"
"Meath","2011","built_y70_90","absolute total","static",13720,"built"
"Meath","2011","built_y91_15","absolute total","static",33256,"built"
"Meath","2011","house_all","absolute total","static",61922,"house_type"
"Meath","2011","house_apart","absolute total","static",4478,"house_type"
"Meath","2011","house_detach","absolute total","static",32659,"house_type"
"Meath","2011","house_none","absolute total","static",816,"house_type"
"Meath","2011","house_scheme","absolute total","static",23969,"house_type"
"Meath","2011","tenure_all","absolute total","static",61922,"tenure"
"Meath","2011","tenure_mort","absolute total","static",29817,"tenure"
"Meath","2011","tenure_other","absolute total","static",1723,"tenure"
"Meath","2011","tenure_owner","absolute total","static",18724,"tenure"
"Meath","2011","tenure_rent","absolute total","static",8489,"tenure"
"Meath","2011","tenure_social","absolute total","static",3169,"tenure"
"Monaghan","2011","All types of sewerage","absolute total","static",21176,"sewerage"
"Monaghan","2011","Individual septic tank","absolute total","static",10587,"sewerage"
"Monaghan","2011","Individual treatment not septic tank","absolute total","static",1346,"sewerage"
"Monaghan","2011","No sewerage facility","absolute total","static",44,"sewerage"
"Monaghan","2011","Not stated","absolute total","static",557,"sewerage"
"Monaghan","2011","Other type of sewage","absolute total","static",132,"sewerage"
"Monaghan","2011","Public scheme","absolute total","static",8510,"sewerage"
"Monaghan","2011","built_all","absolute total","static",21176,"built"
"Monaghan","2011","built_none","absolute total","static",567,"built"
"Monaghan","2011","built_p19_70","absolute total","static",6681,"built"
"Monaghan","2011","built_p2016","absolute total","static",0,"built"
"Monaghan","2011","built_y70_90","absolute total","static",5428,"built"
"Monaghan","2011","built_y91_15","absolute total","static",8500,"built"
"Monaghan","2011","house_all","absolute total","static",21176,"house_type"
"Monaghan","2011","house_apart","absolute total","static",928,"house_type"
"Monaghan","2011","house_detach","absolute total","static",13694,"house_type"
"Monaghan","2011","house_none","absolute total","static",248,"house_type"
"Monaghan","2011","house_scheme","absolute total","static",6306,"house_type"
"Monaghan","2011","tenure_all","absolute total","static",21176,"tenure"
"Monaghan","2011","tenure_mort","absolute total","static",7496,"tenure"
"Monaghan","2011","tenure_other","absolute total","static",668,"tenure"
"Monaghan","2011","tenure_owner","absolute total","static",8534,"tenure"
"Monaghan","2011","tenure_rent","absolute total","static",2831,"tenure"
"Monaghan","2011","tenure_social","absolute total","static",1647,"tenure"
"Offaly","2011","All types of sewerage","absolute total","static",26543,"sewerage"
"Offaly","2011","Individual septic tank","absolute total","static",9731,"sewerage"
"Offaly","2011","Individual treatment not septic tank","absolute total","static",1315,"sewerage"
"Offaly","2011","No sewerage facility","absolute total","static",38,"sewerage"
"Offaly","2011","Not stated","absolute total","static",700,"sewerage"
"Offaly","2011","Other type of sewage","absolute total","static",124,"sewerage"
"Offaly","2011","Public scheme","absolute total","static",14635,"sewerage"
"Offaly","2011","built_all","absolute total","static",26543,"built"
"Offaly","2011","built_none","absolute total","static",983,"built"
"Offaly","2011","built_p19_70","absolute total","static",8325,"built"
"Offaly","2011","built_p2016","absolute total","static",0,"built"
"Offaly","2011","built_y70_90","absolute total","static",5589,"built"
"Offaly","2011","built_y91_15","absolute total","static",11646,"built"
"Offaly","2011","house_all","absolute total","static",26543,"house_type"
"Offaly","2011","house_apart","absolute total","static",973,"house_type"
"Offaly","2011","house_detach","absolute total","static",15285,"house_type"
"Offaly","2011","house_none","absolute total","static",383,"house_type"
"Offaly","2011","house_scheme","absolute total","static",9902,"house_type"
"Offaly","2011","tenure_all","absolute total","static",26543,"tenure"
"Offaly","2011","tenure_mort","absolute total","static",9713,"tenure"
"Offaly","2011","tenure_other","absolute total","static",781,"tenure"
"Offaly","2011","tenure_owner","absolute total","static",10311,"tenure"
"Offaly","2011","tenure_rent","absolute total","static",3614,"tenure"
"Offaly","2011","tenure_social","absolute total","static",2124,"tenure"
"Roscommon","2011","All types of sewerage","absolute total","static",23601,"sewerage"
"Roscommon","2011","Individual septic tank","absolute total","static",13088,"sewerage"
"Roscommon","2011","Individual treatment not septic tank","absolute total","static",1117,"sewerage"
"Roscommon","2011","No sewerage facility","absolute total","static",61,"sewerage"
"Roscommon","2011","Not stated","absolute total","static",590,"sewerage"
"Roscommon","2011","Other type of sewage","absolute total","static",92,"sewerage"
"Roscommon","2011","Public scheme","absolute total","static",8653,"sewerage"
"Roscommon","2011","built_all","absolute total","static",23601,"built"
"Roscommon","2011","built_none","absolute total","static",634,"built"
"Roscommon","2011","built_p19_70","absolute total","static",7618,"built"
"Roscommon","2011","built_p2016","absolute total","static",0,"built"
"Roscommon","2011","built_y70_90","absolute total","static",4971,"built"
"Roscommon","2011","built_y91_15","absolute total","static",10378,"built"
"Roscommon","2011","house_all","absolute total","static",23601,"house_type"
"Roscommon","2011","house_apart","absolute total","static",572,"house_type"
"Roscommon","2011","house_detach","absolute total","static",17611,"house_type"
"Roscommon","2011","house_none","absolute total","static",298,"house_type"
"Roscommon","2011","house_scheme","absolute total","static",5120,"house_type"
"Roscommon","2011","tenure_all","absolute total","static",23601,"tenure"
"Roscommon","2011","tenure_mort","absolute total","static",7807,"tenure"
"Roscommon","2011","tenure_other","absolute total","static",749,"tenure"
"Roscommon","2011","tenure_owner","absolute total","static",10541,"tenure"
"Roscommon","2011","tenure_rent","absolute total","static",3077,"tenure"
"Roscommon","2011","tenure_social","absolute total","static",1427,"tenure"
"Sligo","2011","All types of sewerage","absolute total","static",24428,"sewerage"
"Sligo","2011","Individual septic tank","absolute total","static",10200,"sewerage"
"Sligo","2011","Individual treatment not septic tank","absolute total","static",840,"sewerage"
"Sligo","2011","No sewerage facility","absolute total","static",52,"sewerage"
"Sligo","2011","Not stated","absolute total","static",923,"sewerage"
"Sligo","2011","Other type of sewage","absolute total","static",152,"sewerage"
"Sligo","2011","Public scheme","absolute total","static",12261,"sewerage"
"Sligo","2011","built_all","absolute total","static",24428,"built"
"Sligo","2011","built_none","absolute total","static",1184,"built"
"Sligo","2011","built_p19_70","absolute total","static",7232,"built"
"Sligo","2011","built_p2016","absolute total","static",0,"built"
"Sligo","2011","built_y70_90","absolute total","static",5732,"built"
"Sligo","2011","built_y91_15","absolute total","static",10280,"built"
"Sligo","2011","house_all","absolute total","static",24428,"house_type"
"Sligo","2011","house_apart","absolute total","static",1504,"house_type"
"Sligo","2011","house_detach","absolute total","static",13884,"house_type"
"Sligo","2011","house_none","absolute total","static",496,"house_type"
"Sligo","2011","house_scheme","absolute total","static",8544,"house_type"
"Sligo","2011","tenure_all","absolute total","static",24428,"tenure"
"Sligo","2011","tenure_mort","absolute total","static",7671,"tenure"
"Sligo","2011","tenure_other","absolute total","static",992,"tenure"
"Sligo","2011","tenure_owner","absolute total","static",9500,"tenure"
"Sligo","2011","tenure_rent","absolute total","static",4061,"tenure"
"Sligo","2011","tenure_social","absolute total","static",2204,"tenure"
"South Dublin","2011","All types of sewerage","absolute total","static",89877,"sewerage"
"South Dublin","2011","Individual septic tank","absolute total","static",1815,"sewerage"
"South Dublin","2011","Individual treatment not septic tank","absolute total","static",246,"sewerage"
"South Dublin","2011","No sewerage facility","absolute total","static",43,"sewerage"
"South Dublin","2011","Not stated","absolute total","static",3393,"sewerage"
"South Dublin","2011","Other type of sewage","absolute total","static",205,"sewerage"
"South Dublin","2011","Public scheme","absolute total","static",84175,"sewerage"
"South Dublin","2011","built_all","absolute total","static",89877,"built"
"South Dublin","2011","built_none","absolute total","static",4495,"built"
"South Dublin","2011","built_p19_70","absolute total","static",17031,"built"
"South Dublin","2011","built_p2016","absolute total","static",0,"built"
"South Dublin","2011","built_y70_90","absolute total","static",35241,"built"
